target,selection_view,family,family_label,model,n_features,feature,signed_coef,abs_coef,coef_rank_abs
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,sentiment_vader_neu,0.014609819714613106,0.014609819714613106,52
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,mean_pre_turn_pause,0.013593951143442203,0.013593951143442203,53
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,vader_hist_bin_09,-0.013267176969263534,0.013267176969263534,54
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,vader_hist_bin_11,0.012855456974582305,0.012855456974582305,55
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,num_phrases,0.01285383360657311,0.01285383360657311,56
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,participant_utterance_count,0.01285383360657311,0.01285383360657311,57
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,second_order_sentence_tangeniality_var,-0.012608296805699524,0.012608296805699524,58
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,sentiment_vader_overall,-0.011692808856960833,0.011692808856960833,59
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,prop_verb_past,-0.011313326252666353,0.011313326252666353,60
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,first_order_sentence_tangeniality_mean,0.011141138759572934,0.011141138759572934,61
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,logreg_l2_liblinear_C0.02_bal,82,mean_turn_length_minutes,-0.010256563058302368,0.010256563058302368,62
